sl_no,text,Label
330,"@ellen_malunga @BrianChandi1 @Kennythecopyboj @Liya_Bukwa @daddyhope @tfkurebwa @PhophiRamathuba Ur government has enuf money to control ur borders &amp;raise police &amp; immigration officers salary but ask urself y its not doing dat.Thats why foreigners still bribing them,luk at jolof boys who sell drugs they carry their drugs using police,So dnt give urself BP focus on ur life",1
331,Glad I've got my prescription time to get messy with legal drugs after worst night for a long time I even bought alcohol to deal with it.,1
332,"@Bekkethatiswack Drugs don’t even work on me anymore, my meds too strong 😑",1
333,@David__Osland Politicians said wonder why drugs smuggling and crime in general is high.  That is because a lot of people are working for virtually nothing and see no other way of getting the amounts of money that the ones at the higher paid have.  It’s wrong but I can see why.,1
334,"no bc for years gerard has talked about their gender dysphoria, and hinted at his fluidity but that was when he was deep into drugs and alcohol. he’s finally healthy, happy and sober and embracing his femininity so much more and this is so important to me",1
335,"Drugs can make you one, whom you never wanted to become!
#SocialReintegration #facebookhacked #commisionersghazi https://t.co/7lJVxXNUla",1
336,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
337,Rue stole them drugs. Maddy and Cassie ruined completely. Cal still standing. Ashtray gone and Fez future just in the gutter. Kat finna get sent to boarding school with no warning. Gia still peeking behind doors. It’s getting bad.,1
338,"El Hijo de Puta de Obrador 
Guilty of traffic of Drugs 
with BIDEN CIA MEX ARMY 
Mexican Policemen get Harm &amp; Harm &amp; Harm
El Cerdo de Obrador 
is to Busy 
Fire Bombs around my Temple 
with 666 Criados 
Biden Involve
The Bible Beast  
 https://t.co/IuWXZICqRv",1
339,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
340,"For those who really think taking your drugs at the specified time &amp; duration is not important, you need to watch this video🤯

This is what Happens when you don't complete the dose of your Antibiotics or Antimalarials because you feel you are ok already.
 https://t.co/I3yA898pO1",1
341,College loans are predatory but there is nothing predatory about giving chemical castration drugs to a 12 year old. Legal adults cannot be expected to understand the terms of their loans but 4 year olds can be expected to choose their own gender.,1
342,"If you are a fan of BITTERS. Please see this

Some bitters are being laced with hard drugs. The NAFDAC has declared JAPATA and KURKURA bitters as deadly

Some of these bitters are laced with Cannabis, Tobacco and other dangerous drugs that can destroy the liver , kidney, &amp; organs https://t.co/JTd39ifzzD",1
343,Yet another young star ruined by drugs…😔 https://t.co/CpJttVnLEI https://t.co/183O3w4w0Z,1
344,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
345,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
346,"Doctors: Assume all illegal drugs are laced with fentanyl, other poisonous substances https://t.co/Q7XU1egzGY",1
347,"In the Harehills district of Leeds rival African gangs traded blows with machetes. 

The @WestYorksPolice found two blades &amp; a quantity of Class A drugs were recovered.

Always remember the mantra: 

Diversity is our strength. https://t.co/pTCwDnmTQA",1
348,i belong to the 1% of the population that do not take any drugs or drink alcohol,1
349,"@AlpacaAurelius have you checked out moreplatesmoredates on youtube for this topic? he seems to be almost genius regarding the body, drugs and interactions. shills big 3 for hair loss.",1
350,"Drugs can make you one, whom you never wanted to become!
#SocialReintegration #facebookhacked #commisionersghazi https://t.co/7lJVxXNUla",1
351,"#Shussy
It's a love story for the new age, for the six page，
We're on a quick, sick rampage。
Wining and dining, drinking and driving，Excessive buying, overdose and dying，
On our drugs and our love and our dreams and our rage，
Blurring the lines between real and the fake. https://t.co/fgqpXQ4OTu",1
352,"“How will I spend the Sh57 million in a day just for a celebration while we have no drugs in hospitals, no water at our homes and stalled health care facilities,” Arati.

lee njiru, saitabao, toto, uhuru, raymond moi, shollei, dynasties, first lady https://t.co/5bDA7K92K5",1
353,College loans are predatory but there is nothing predatory about giving chemical castration drugs to a 12 year old. Legal adults cannot be expected to understand the terms of their loans but 4 year olds can be expected to choose their own gender.,1
354,"You want your student loans paid for?…
How about you stop doing drugs, stop going to Starbucks every morning, stop door dashing every meal, stop buying designer clothes, stop going out every weekend and getting drunk.",1
355,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
356,@talkothetoon You on drugs,1
357,@Calcifer118 @Complex Buying drugs is not the same as being drugged my brother,1
358,"Nevr forget u r investigating a person's mysterious death case whose intelligence is unquestionable

If Sushant ws consuming n financing drugs being aware of its illigalities,y he sud let tem to mk such vdo which cn b threat to him later..
@dg_ncb
 Disappointed By Injustice 2SSR https://t.co/cKfyZ6JhKV",1
359,"In the Harehills district of Leeds rival African gangs traded blows with machetes. 

The @WestYorksPolice found two blades &amp; a quantity of Class A drugs were recovered.

Always remember the mantra: 

Diversity is our strength. https://t.co/pTCwDnmTQA",1
360,"SUSHANT never consumed drugs by himself
Sushant was not a druggy
It's NCB's duty to find out who drugged him witout his consent

#JusticeForSushantSinghRajput
#BoycottBollywood
SUSHANT WAS BRUTALLY MURDERD.
 Disappointed By Injustice 2SSR
@IPS_Association @narcoticsbureau @dir_ed",1
361,Rue stole them drugs. Maddy and Cassie ruined completely. Cal still standing. Ashtray gone and Fez future just in the gutter. Kat finna get sent to boarding school with no warning. Gia still peeking behind doors. It’s getting bad.,1
362,"Drugs, #UrbanNaxals &amp; Bollywood | #VRATV | Ep-11 https://t.co/cbErsM67yF via @YouTube",1
363,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
364,1000's of these places nationwide operating out in the OPEN. They steal these women passports and force them into prostitution. Take them from parlor to parlor which is human trafficking. One day we'll discover they move drugs and guns thru these places also. https://t.co/77VsrBXtzg,1
365,"Lol
Is it bad that this is more than I thought it would be
As a native nyer 
If you not selling drugs yeen got this stashed https://t.co/XrmrMdNHy7",1
366,"What do drugs do teachers?:
1.Suck out their energies
2.Kill their passion.
3.Numbs their commitments.

Takes everything that makes you a good teacher away!",1
367,@SwoleLuksoBags dont play… the closest thing you do to drugs is meditation lol,1
368,Columbia is planning to decriminalize cocaine and make it legal to finally end the war on drugs 😳 https://t.co/qyg9NWoded,1
369,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
370,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
371,Niggas said u cant drug a nigga who like drugs and idk why but i felt that,1
372,Only three conventional drugs are approved to treat alcohol use disorder and there's been no new drug approvals in nearly 20 years. https://t.co/4BvcykRxzp,1
373,Rue stole them drugs. Maddy and Cassie ruined completely. Cal still standing. Ashtray gone and Fez future just in the gutter. Kat finna get sent to boarding school with no warning. Gia still peeking behind doors. It’s getting bad.,1
374,"Squinter this week reflects on how we've reached a stage where, for some, having an opinion on the past is worse than killing people and dealing drugs. Also: an unfortunate attic incident and Arlene and Ruth set out to save the Precious Union©. 
Read it all in this week's paper. https://t.co/D3u24mVizl",1
375,I belong to the 1% of the population that do not take any drugs or drink alcohol,1
376,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
377,"These two fcking little idiots are fawned over by the UK MSM, 
His claim to fame is record numbers of knife and violent crimes
Her claim to fame is highest number of drugs deaths and destroying Scotland....
Everything wrong in the UK 👇 https://t.co/k0D6DNGHrB",1
378,"You want your student loans paid for?…
How about you stop doing drugs, stop going to Starbucks every morning, stop door dashing every meal, stop buying designer clothes, stop going out every weekend and getting drunk.",1
379,"This is Christine Grady, head of the NIH bioethics - the company that approves drugs for the FDA https://t.co/tap8kjbg6F

And this is her husband. https://t.co/Qp6U6uVF28",1
380,"Pithani used to give medicines to Sushant at the instructions of Rhe@, but never checked the name and purpose of medicine? Isn't this illegal administration of drugs? @ips_nupurprasad @DrJitendraSingh @DoPTGoI @HMOIndia @PMOIndia @IPS_Association 
DISAPPOINTED BY INJUSTICE 2SSR",1
381,"Pedophiles pursue kids without penalty. Trans activists traffic puberty-blocking drugs to minors without penalty. Drag queens gyrate for children without penalty.

Penalties only apply if we misgender the perpetrators or ""incite violence"" against them by noticing their crimes. https://t.co/nVTzJYiUKx",1
382,… and they are writing Allopathic drugs in reality. https://t.co/z7sfpCZ2kK,1
383,Try to help someone out and get treated like this 3 videos in total last video he gets out wanting to fight me defo been drinking or on drugs as never gave eye contact https://t.co/4J1Wj9XDcC,1
384,"Your mind is your most powerful weapon, without it, you would not be able to accomplish anything.

A weak mind will resort to excessive junk activities:

- Watching T.V
- Video games
- Porn
- Alcohol\drugs
- Junk food

And so on.

This happens because:",1
385,"Drugs can make you one, whom you never wanted to become!
#SocialReintegration #facebookhacked #commisionersghazi https://t.co/7lJVxXNUla",1
386,It’s noooo way in life would any bitch walking this gods green  earth make me feel insecure or hate myself what type of drugs y’all be on serious? I think I’m the baddest bitch inna world can’t nobody tell me otherwise!🤣,1
387,"Addiction isn’t about using drugs. It’s about what the drug does to your life.
#SocialReintegration 
#Drugfreepeshawar 
#Commisionersghazi",1
388,"@Liverpoolshell The problem isn’t even the kids! When I was 18/19 drugs had a time &amp; a place, usually cream or 051 or similar, now it’s Saturdays night in any pub, bar &amp; most are over 40’s doing it!!",1
389,"I think many people now believe some children are “born in the wrong body” and need drugs &amp; surgery to correct it. But this is a spiritual, quasi-religious concept that has no basis in science whatsoever.

We are our bodies. “Born in the wrong body” doctrine is harming LGB kids.",1
390,Day 970 without using any drugs.,1
391,"They kept quiet when a Zimbabwean killed SA women.

They keep quiet when foreigners are caught selling drugs.

They kept quiet when foreigners attacked the police.

The same captured politicians are now vocal about Dr. Phophi.

Patriotism reigns supreme. #PutSouthAficansFirst",1
392,"@MKRS_KS @IcomOfficiel @UNESCO @EU_Commission @coe @USEmbPristina @EUKosovo @UKinKosovo @FranceauKosovo @ItalyinKosovo @ViolavonCramon You know nothing but to sell drugs, murder people etc",1
393,It’s noooo way in life would any bitch walking this gods green  earth make me feel insecure or hate myself what type of drugs y’all be on serious? I think I’m the baddest bitch inna world can’t nobody tell me otherwise!🤣,1
394,"@Azhdaya__ Like I'm 20 and they're 37 and I'm like

""hey You said you're religious maybe don't use drugs or porn""

""Im 17 years older than you so that automatically ignore the things you say -w-""",1
395,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
396,"drugs im telling u
https://t.co/1pCrKEZL7p",1
397,If you know you can’t function properly when your high then why are you smoking when you clearly have no tolerance? Baby you supposed to do the drugs the drugs ain’t supposed to do you.,1
398,"In the Harehills district of Leeds rival African gangs traded blows with machetes. 

The @WestYorksPolice found two blades &amp; a quantity of Class A drugs were recovered.

Always remember the mantra: 

Diversity is our strength. https://t.co/pTCwDnmTQA",1
399,good drugs on me but i'm bad news,1
0,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
1,"#DrugPeddlers_Arrested
Narcotic Cell DD arrested two persons from Entally PS area and 160 grams heroin was recovered from their possession.
@CPKolkata @KolkataPolice https://t.co/I4QGaJWTmG",1
2,@k340029 @MayoIsSpicyy I think daily drug use will do that for you.  Better back down although I'm sure you love heroin and fentanyl because your man brings it across the border by the ton.,1
3,"dem white boys be trappin meth, heroin coke n weed after 12am to all dem rich white people shi be crazy ashellll",1
4,"Alleged drug dealer travelling from Gauteng to Durban arrested again, this time with heroin powder worth R350 000 https://t.co/timuLgp7fa",1
5,"Narcotics Squad/NorthWest distt. busted an interstate drug syndicate based in U.P, supplying to various states including Delhi-NCR; 3 Drug Peddlers nabbed. 280g heroin worth ₹1 Cr in the international market recovered from their possession. 

#DelhiPoliceUpdates https://t.co/iR5VPhNIGk",1
6,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
7,"Alleged drug dealer travelling from Gauteng to Durban arrested again, this time with heroin powder worth R350 000 https://t.co/fq0yHQ2UQ6",1
8,@EmersonPolling @JohnFetterman @DrOz How can anyone seriously vote for a socialist like Fetterman? He thinks men should be able to play in womens sports. He thinks we should release criminals onto the streets and he also thinks we should have safe place so you can shoot heroin. #Oz is the right pick.,1
9,"@RWApodcast Theyre already isolated, doing IV heroin in a commie block with other bydlos.",1
10,@wowthatshiphop Cardi B dead due to heroin overdose news coming soon,1
11,"Now if @POTUS would change marijuana from a Schedule 1 to Schedule 5 ""drug"", his poll numbers would skyrocket!

Pot shouldn't be in the same Schedule as the likes of heroin, fentanyl, cocaine and other dangerous substances.",1
12,@BleuCapone I’ll sell HEROIN before I clean toilets,1
13,@tragicbirdapp These are the same people who wanted to band Trainspotting because they thought it glorified heroin,1
14,"Alleged drug dealer travelling from Gauteng to Durban arrested again, this time with heroin powder worth R350 000 https://t.co/T0zuvyHpG4",1
15,"@Rheenie_85 @tanya_plibersek @peterstefanovic @SkyNewsAust He is a convicted heroin dealer, he will take what he can get",1
16,"myalgic heroin analogy cable constantly hairpiece
؟?
نمشے

🔹VOX2🔹
🔹VOX2🔹
🔹VOX2🔹",1
17,Hate to  this.....but my son is in jail and a heroin  addict...pray for him......if you know...you know....thank you!!! #opiodcrisis,1
18,"@tanya_plibersek @peterstefanovic @SkyNewsAust Good to see you still wear your "" got to run anytime shoes"" when you marry a convicted heroin dealer old habits die hard",1
19,"@otherhappyplace Probably all the John Frusciante paintings he made during his hermit years between 1994 and 1998. He was locked in his house doing heroin and crack for four years and made many paintings during that period, they are so disgusting and vile https://t.co/YaBv1PxAZL",1
20,"Zaid Shobaki closed, 6years would be perfect! Then he would stop telling murders to murder. Stop selling heroin to young people or crack, even cocaine or weed. Maybe he will start think about legal jobs",1
21,"Heroin addicted Zelensky💢

play is over

We will never miss you and Igorsky💢 https://t.co/ySBjdhQ91c",1
22,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
23,"Doing heroin seems like a lot of hoops to jump through. You need a spoon, needle, lighter, belt, and the drug itself. Surprised that the junkies have the capacity and follow-through for all the steps. Really quite impressed",1
24,"@N_rex01 @AyangGreatness @SamRealtor01 @emmaikumeh @OfficialPDPNig Thank you sis, baba no know say we are PDP patriotic gubernatorially alone. For where u wan see a sane crossriverian coming out to match for Atiku or Muslim-muslim APC candidates when we no dey high on heroin😂",1
25,@FoxNews We all know it comes from China but hey you let all the heroin flow in from Afghanistan WHILE WE WAS PROTECTING IT 🤣🤣🤣🤣 The real issue was the Herion bit yall don't want that conversation. You just want treatment for Becky.,1
26,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
27,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
28,@RPSRS1 @MSNBC @thereidout Legalizing heroin means standardizing formulation. You really thought you had a point :),1
29,"Is marijuana a gateway drug? 
Christian says “I was given my first joint in the playground of my school. I’m a heroin addict now, and I’ve just finished my eighth treatment for drug addiction.” 
https://t.co/XOfsojPSRG
#gateway #marijuana https://t.co/NU6cQMuGBS",1
30,@EmeksOfficial Well Switzerland did the same with Heroin 🤷🏾‍♀️,1
31,"Jammu and Kashmir | Last night around 1.50 am our team noticed the movement of a person. He came near the fence. Our party fired and shot him and due to this, he returned. We have recovered 8 packets, suspected to be heroin: SPS Sandhu, DIG BSF, Samba https://t.co/ZoB8AZoioT https://t.co/gbSXVKQ4RC",1
32,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
33,@louis1874jones @EuropaLeague Good to see the heroin strength in Edinburgh is still going strong,1
34,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
35,"Heroin addicted Zelensky💢

play is over

We will never miss you and Igorsky💢 https://t.co/ySBjdhQ91c",1
36,"macaw insultingly heroin refunding magnanimously convex
؟?
نمشے

🔹VOX2🔹
🔹VOX2🔹
🔹VOX2🔹",1
37,"Alleged drug dealer travelling from Gauteng to Durban arrested again, this time with heroin powder worth R350 000 https://t.co/cNEuKcTTnD",1
38,"You don't need heroin to be a hero.
#Drugfreepeshawar 
#SocialReintegration 
#commisionersghazi",1
39,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
40,@Llama3Lord madude is out there putting SCARECROW with gio dp minigun hc roll beta blade break the law ive seen heroin addicts saying they will quit after the next hit frfr who were more convincing how did that even get there? (not commenting about how other moves should be higher even),1
41,"Alleged drug dealer travelling from Gauteng to Durban arrested again, this time with heroin powder worth R350 000 https://t.co/cNEuKcTTnD",1
42,"Fox host Will Cain compares student relief to giving heroin to someone going through withdrawals. “It would be like someone who is addicted to heroin who is going through horrendous withdrawals. And there's a certain person in the room who says, well, the https://t.co/oicEpKtjUo",1
43,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
44,"You don't need heroin to be a hero.
#Drugfreepeshawar 
#SocialReintegration 
#commisionersghazi",1
45,And Fetterman Is a grifter who lived with and was supported by his parents until he was 49. He’s a communist/socialist that supports Bernie Sanders. He wants to reduce the prison population by 1/3. He wants to decriminalize heroin &amp; other drugs. Educate yourselves https://t.co/GXe3PlfEn6,1
46,League of legends is the heroin of video games. I was clean for a few months and bam right back at it again baby fiending for some LP.,1
47,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
48,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
49,"Fox host Will Cain compares student relief to giving heroin to someone going through withdrawals. “It would be like someone who is addicted to heroin who is going through horrendous withdrawals. And there's a certain person in the room who says, well, the https://t.co/SMTL4r41we",1
50,@gorgie_willie What’s wrong with you? Lay off the heroin.,1
51,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
52,"You don't need heroin to be a hero.
#Drugfreepeshawar 
#SocialReintegration 
#commisionersghazi",1
53,"You don't need heroin to be a hero.
#Drugfreepeshawar 
#SocialReintegration 
#commisionersghazi",1
54,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
55,"You don't need heroin to be a hero.
#Drugfreepeshawar 
#SocialReintegration 
#commisionersghazi",1
56,"Narcotics Squad/NorthWest distt. busted an interstate drug syndicate based in U.P, supplying to various states including Delhi-NCR; 3 Drug Peddlers nabbed. 280g heroin worth ₹1 Cr in the international market recovered from their possession. 

#DelhiPoliceUpdates https://t.co/iR5VPhNIGk",1
57,"@JohnFetterman Imagine the character John Fetterman must have to want release hardened criminals from prison in PA after the crime rate has increased 60% in Philly under Fetterman's ""leadership""  Fetterman wants to make dangerous drugs like Heroin legal. And heis afraid to debate Dr. Oz.",1
58,"@hourly_shitpost Man this ain't the 80s,heroin! Man we're all on fentanyl now",1
59,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
60,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
61,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
62,"KID CUDI was on the road to Heaven, but now Soul gone in Limbo:uh 9. in his mouth on meth &amp; shooting heroin in Seattle,5mins. ago😕",1
63,"People who post ""funny"" videos of heroin addicts must never have seen someone with all the potential in the world get swallowed up by the awfulness of addiction.",1
64,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
65,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
66,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
67,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
68,People often assume that #overdose deaths only happen to those using drugs such as heroin. However there are rising numbers of #cocaine related fatalities. Take a look at the advice below. #Endoverdose #overdoseaware #IOAD22 @Humankind_UK https://t.co/gJpSAuqVKg,1
69,"@AnthonyCanton_3 Well, technically they gave in to a terrorist. Jack was also withdrawing from heroin and he never liked Chappelle anyway. I think he was looking for an excuse 😆.",1
70,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
71,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
72,Heroin withdrawal seems more dangerous than the heroin itself 💀,1
73,"@AnthonyCanton_3 Well, technically they gave in to a terrorist. Jack was also withdrawing from heroin and he never liked Chappelle anyway. I think he was looking for an excuse 😆.",1
74,"Results are in from Australia’s first government-backed pill testing service, which tested 58 samples in one month.

#ANUExperts examined the drugs, including ketamine, MDMA, heroin, methamphetamine &amp; cocaine - 40% of which contained no cocaine at all.

📖 https://t.co/FGCGrvmKiA https://t.co/Hwe6JXFMEf",1
75,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
76,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
77,@MSNBC @thereidout Yes let’s make heroin legal kill more people like Joe does with the fentanyl such fake news change channel and get the facts,1
78,"@MayorToddGloria @CMJenCampbell How many refused services? 95% would rather stay on the street where they can shoot up heroin and smoke meth, while they steal our stuff.",1
79,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
80,[stepping over a heroin addict on the way to buy a $17 coffee] ummm excuse me that's so gauche?,1
81,"@Garregrrt The scientific reason living in New Jersey makes being a dataminer easier

1. Peak twitter usage is around 11 AM- 1 PM
2. Updates drop at 11 AM/1 PM, making it a great time to keep twitter stragglers around
3. If I go outside, a heroin-addicted homeless man will stab me to death",1
82,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
83,@anzu_is_online But would it store all the heroin for the Bay Area? @SpeakerPelosi,1
84,"@jonkudelka Not that simple.
Like heroin, attacking supply doesn't fix the problem. (It pushes up prices.)
Stopping the demand does.",1
85,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
86,"Zaid is selling crack even to 17 years old kids, heroin even to 16 years old children's... Close him in prison!",1
87,"Narcotics Squad/NorthWest distt. busted an interstate drug syndicate based in U.P, supplying to various states including Delhi-NCR; 3 Drug Peddlers nabbed. 280g heroin worth ₹1 Cr in the international market recovered from their possession. 

#DelhiPoliceUpdates https://t.co/iR5VPhNIGk",1
88,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
89,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
90,"“One sample without any cocaine included[…]dimethyl sulfone, another […]sugar, and others were cut with fillers such as talc.
All of the heroin samples contained heroin […]over 65% of MDMA samples contained that drug.
A majority of ketamine samples contained the substance[…]” https://t.co/iBpHJ1IkLA",1
91,"@hauntedvirgo @CuriousCat212 I call that a PFU...Professional Fucker Upper...my ride or die always swore that was his professional title 💔 he over dosed on heroin a few years ago...I like to think he passed the title on to me...so now I can share it with you...

You can even have business cards made 😂 https://t.co/itZfyInnYU",1
92,"Idk it makes me so proud and so happy, to see teja promoting her first movie. I know this is only the begining, but its still SO huge that in few months, we'll get to see our baby on big screens as a friggin heroin of the film! Omggg 🤯💗

#MannKasturiRe #BappaMajhaEkNumber https://t.co/3zZ2OxgBnH",1
93,And Fetterman Is a grifter who lived with and was supported by his parents until he was 49. He’s a communist/socialist that supports Bernie Sanders. He wants to reduce the prison population by 1/3. He wants to decriminalize heroin &amp; other drugs. Educate yourselves https://t.co/GXe3PlfEn6,1
